text,label
too long and bogs down in a surfeit of characters and unnecessary,0
"flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up",0
one of the world 's most fascinating stories,1
putters along looking for astute observations and coming up blank,0
to admit that i am baffled by jason x.,0
a bloated plot that stretches the running time about 10 minutes,0
"light , silly , photographed with color and depth , and rather a good time .",1
"as rude and profane as ever , always hilarious and , most of the time , absolutely",1
"an energetic , violent movie",1
well acted by diane lane and richard gere .,1
"despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",0
becomes a bit of a mishmash,0
a summer,1
constant fits of laughter,1
takes care,1
be more timely in its despairing vision of corruption,0
his fake backdrops,0
helmer,1
"frankly , it 's pretty stupid .",0
"it 's nice to see piscopo again after all these years , and",1
non-stop funny feast,1
should bolster director and co-writer,1
very talented but underutilized,0
"'s plotless , shapeless",0
bottomlessly,0
busy urban comedy is clearly not zhang 's forte,0
takes to describe how bad it is,0
about in thick clouds of denial,0
hope and magic,1
more than recycled jock,0
quirky and satirical touches,1
rejigger fatal attraction into a high school setting,0
"it 's got the brawn , but not the brains .",0
the crisp clarity,1
a complete waste,0
they presume their audience wo n't sit still for a sociology lesson,0
"glows with enthusiasm , sensuality and a conniving wit",1
dopey dialogue and,0
a rare treat that shows the promise of digital filmmaking,1
surrealist flourishes,1
the banality and hypocrisy,0
"colorful , semimusical",1
imaginative as one might have hoped,1
"stylish but steady , and",1
imaginatively mixed cast,1
the needs of moviegoers for real characters and compelling plots,0
splashed with bloody beauty as vivid as any scorsese has ever given us .,1
style massacres erupt throughout,0
like a low-budget hybrid of scarface or carlito 's way,0
does n't reach them,0
a bit melodramatic and even a little dated,0
i loved the look of this film .,1
it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .,1
the best disney movie,1
biggest,1
psychopathic,0
"of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects",0
complain,0
"by movie 's end , we accept the characters and the film , flaws and all",1
"an odd , haphazard , and inconsequential romantic comedy .",0
puts flimsy flicks like this behind bars,0
we 've liked klein 's other work but rollerball left us cold .,0
a feat any thinking person is bound to appreciate,1
are true to the essence of what it is to be ya-ya,1
quick-witted,1
sun-splashed whites,1
viscerally repellent,0
which very simply sets out to entertain and ends up delivering in good measure,1
", it 's clear that washington most certainly has a new career ahead of him",1
the origins,1
juvenile,0
the bad reviews,0
"of longing , lasting traces of charlotte 's web of desire and desperation",1
can out-bad-act the other,0
comatose ballerinas,0
the peak of all things insipid,0
of beautiful movement and inside information,1
butterflies that die,0
mishmash .,0
this loser,0
singularly off-putting romantic comedy .,0
"getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic",0
's also pretty funny,1
"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults",1
've had the misfortune to watch in quite some time .,0
have been better off staying on the festival circuit,0
"even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .",0
deal with the subject of love head-on,1
gaunt,0
"it 's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure",0
"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game .",1
sumptuous work,1
"for a smart , nuanced look at de sade and what might have happened at picpus",1
"comes off as a touching , transcendent love story .",1
earnestness,1
welcome to collinwood never catches fire .,0
a very good time at the cinema,1
"did no one on the set have a sense of humor , or did they not have the nerve to speak up",0
kong action,1
the most horrific movie experience,0
for the film 's winning tone,1
unleashes,1
", big-hearted and frequently",1
by its smallness,0
"heroes would be a film that is n't this painfully forced , false and fabricated",0
be as tiresome as 9 seconds of jesse helms ' anti- castro,0
not good,0
"a lot of talent is wasted in this crass , low-wattage endeavor .",0
muck,0
sensuality and a conniving wit,1
its cutesy reliance,1
"the cleverness ,",1
exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama,0
the wounds of the tortured and self-conscious material,0
strong dramatic and emotional pull,1
possibly the best actor,1
this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .,0
's icky,0
murderer,0
visually masterful,1
derivative,1
seedy clash,0
mess ...,0
"enigma is well-made , but it 's just too dry and too placid .",0
"is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .",1
moments of hilarity to be had,1
"still , the updated dickensian sensibility of writer craig bartlett 's story is appealing .",1
treasured,1
wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .,1
outrageous or funny,1
from a riot-control projectile or my own tortured psyche,0
balances both traditional or modern stories together,1
this exciting new filmmaker has brought to the screen,1
hit on a 15-year old,0
but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history,1
heartache everyone,0
the film ... presents classic moral-condundrum drama : what would you have done to survive ?,1
major-league,1
the only thing i laughed at,0
", overlong , and bombastic",0
an enjoyable 100 minutes,1
dull-witted and disquietingly,0
i found it weirdly appealing,1
for sick and demented humor simply,0
on the promise of excitement,1
b-movie you,0
gaping plot holes sink this ` sub ',0
over-dramatic at times,0
is repeated at least four times .,0
"an extraordinary film , not least",1
obvious as telling a country skunk,0
"rushed , slapdash",0
the history is fascinating,1
"manipulation ,",0
court maneuvers,1
very valuable film,1
especially disappointing,0
which becomes something about how lame it is to try and evade your responsibilities,0
it forces you to watch people doing unpleasant things to each other and themselves,1
's a brazenly misguided project,0
libido film,1
"the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",1
good and different,1
its promising cast,1
with real world events,1
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution",1
too evident,0
plays out like a flimsy excuse to give blade fans another look at wesley snipes ' iconic hero doing battle with dozens of bad guys -- at once .,0
will need all the luck they can muster just figuring out who 's who in this pretentious mess,0
indoor drama,1
"blessed with a searing lead performance by ryan gosling ( murder by numbers ) , the movie is powerful and provocative .",1
slather clearasil over the blemishes of youth,0
omnibus tradition,1
who know nothing about the subject,0
"none of this is very original , and it is n't particularly funny .",0
just does n't make sense,0
buy this stuff,1
"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film",1
"some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat .",1
's both sitcomishly predictable and cloying in its attempts to be poignant .,0
would be very sweet indeed,1
"style adventure that plays like a bad soap opera , with passable performances from everyone in the cast",0
salient points,1
"the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks",1
you hate to tear your eyes away from the images long enough to read the subtitles,1
a more fascinating look at the future than `` bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen,1
"littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups .",0
takes a hat-in-hand approach,1
"were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned",0
in the reassuring manner of a beautifully sung holiday carol,1
out ballsy and stylish,1
the greatest musicians,1
of oral storytelling frozen onto film,1
i must have failed,0
that never really busts out of its comfy little cell,0
visually graceful,1
're far better served by the source material,0
"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0
klein,0
get out your pooper-scoopers .,0
"perry 's good and his is an interesting character ,",1
a feel-good fantasy,1
has all the enjoyable randomness of a very lively dream and so,1
"too loud , too goofy and too short",0
"fill the hot chick , the latest gimmick from this unimaginative comedian",0
is enough to give you brain strain,0
a mess .,0
dreary,0
has an odd purity that does n't bring you into the characters so much as it has you study them .,1
"captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",1
for something new,1
brainless flibbertigibbet,0
uncanny ability to right itself precisely when you think it 's in danger of going wrong,1
"has been written so well , that even a simple `` goddammit ! ''",1
"permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations",0
that there is nothing in it to engage children emotionally,0
is as blasphemous and nonsensical as a luis buñuel film,0
"capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark",1
"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless",1
is enjoyable family fare,1
( hopkins ) does n't so much phone in his performance as fax it .,0
of lame entertainment,0
unfilmable '' novels,0
is not a bad film .,1
described as sci-fi generic,0
in addition to being very funny,1
forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting,0
"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin",0
a fake street drama that keeps telling you,0
slides downhill as soon as macho action conventions assert themselves,0
the crassness of this reactionary thriller,0
have no idea what in creation is going on,0
imponderably stilted and,0
while it evaporates like so much crypt mist in the brain,0
marked an emerging indian american cinema,1
is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period .,0
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film .",0
denzel washington 's fine performance,1
it wo n't hold up over the long haul,0
wretched,0
cross-dressing,0
it 's too long,0
"a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire",1
goes to absurd lengths,0
a valiant attempt to tell a story about the vietnam war before the pathology set in,1
"the story is lacking any real emotional impact , and the plot is both contrived and cliched",0
"uncompromising , difficult",0
might be distracted by the movie 's quick movements and,0
( a ) stale retread of the '53 original .,0
know what to make of this italian freakshow,0
captivatingly quirky hybrid,1
explosive physical energy and,1
most admirable quality,1
"a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn",1
ineffective,0
once again ego does n't always go hand in hand with talent,0
"white oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it",1
"from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb",1
"muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .",1
never come up with an adequate reason why we should pay money for what we can get on television for free,0
"who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by godfrey reggio , with music by philip glass ?",1
that a decent draft in the auditorium might blow it off the screen,0
"some movies and artfully restrained in others , 65-year-old jack nicholson",1
", uncommonly sincere movie that portrays the frank humanity of ... emotional recovery",1
a striking new significance for anyone,1
"is a little scattered -- ditsy , even .",0
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .,1
as a well-made evocation,1
feel good about,1
is too much of a plunge,0
"after sitting through this sloppy , made-for-movie comedy special",0
a calculating fiend or just a slippery self-promoter,0
"romeo and juliet/west side story territory , where it plainly has no business going",0
top-heavy,0
something must have been lost in the translation .,0
is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .,1
"slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth",0
actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best,0
just not a thrilling movie,0
shimmeringly lovely,1
why is this so boring ?,0
has little clue about either the nature of women or of friendship,0
too bland and fustily tasteful to be truly prurient .,0
icily brilliant,1
stunningly,1
he makes you realize that deep inside righteousness can be found a tough beauty .,1
that underscore the importance of family tradition and familial community,1
"stupid ,",0
as do the girls ' amusing personalities,1
"cruel , misanthropic stuff with only weak claims to surrealism and black comedy",0
thrown every suspenseful cliché in the book,0
"to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",0
the 50-something lovebirds are too immature and unappealing to care about .,0
"it 's a setup so easy it borders on facile ,",0
to sit through than most of jaglom 's self-conscious and gratingly irritating films,0
are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .,0
"with terrific computer graphics , inventive action sequences and a droll sense of humor",1
"to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world",1
gangster no. 1 drips,0
kooky and overeager,0
comes off as insultingly simplistic,0
trouble every day is a success in some sense,1
a jackie chan movie,1
the stars,1
less a movie,0
be swept away by the sheer beauty of his images,1
seems hopelessly juvenile,0
anachronistic quick edits and,1
paints a grand picture of an era and,1
a canny crowd pleaser,1
special effects that run the gamut from cheesy to cheesier to cheesiest,0
catches you up in something bigger than yourself,1
stick figures reading lines from a teleprompter,0
sensual and funny,1
caught up in an intricate plot,1
will not be able to stomach so much tongue-in-cheek weirdness,0
"with seriously dumb characters , which somewhat dilutes the pleasure of watching them",0
"has a delightfully dour , deadpan tone and stylistic consistency .",1
does n't have anything really interesting to say,0
street-smart,1
riding with the inherent absurdity of ganesh 's rise up the social ladder,0
's worth the price of admission for the ridicule factor alone,1
touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths,1
most ardent,1
is a superior horror flick .,1
a major waste,0
a big splash,1
good-natured,1
that is more accurate than anything i have seen in an american film,1
cliche pileup,0
to be significantly different ( and better ) than most films with this theme,1
falls apart like a cheap lawn chair,0
this flat effort,0
though the film is well-intentioned,1
which somehow snagged an oscar nomination,0
a major director,1
in too many conflicts,0
never clearly defines his characters or,0
wives are worse,0
for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable,1
appeals to me,1
with an admirably dark first script by brent hanley,1
weighs no more than a glass of flat champagne,0
close to being the barn-burningly bad movie it promised it would be,0
that may make you hate yourself for giving in,0
"love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane",1
only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks,0
drop your jaw,1
"director lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",1
a frustrating patchwork :,0
"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style .",1
more propaganda,0
frustration,0
thanks to the presence,1
a remarkable piece of filmmaking,1
"smart , compelling drama",1
's a feel-good movie about which you can actually feel good .,1
was written for no one,0
"so intensely , but with restraint",1
grabs you in the dark and shakes you vigorously for its duration,1
"this is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .",1
it 's inauthentic at its core,0
"exalts the marxian dream of honest working folk ,",1
one-sided,0
a student film,1
's just plain lurid when it is n't downright silly .,0
strained caper movies that 's hardly any fun to watch,0
own preciousness,1
impersonal,0
us all,1
of dramatic interest,1
could be any flatter,0
revigorates,1
still show virtually no understanding of it,0
writer / director m. night shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .,1
is as appalling as any ` comedy ' to ever spill from a projector 's lens,0
where the upbeat ending feels like a copout,0
you 're in luck .,1
"leigh is n't breaking new ground , but he knows how a daily grind can kill love",1
"watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals .",1
"'s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen",1
teen-sleaze equivalent,0
a gentle and engrossing character study .,1
highly engaging .,1
one of the best love stories of any stripe,1
seems too simple and the working out of the plot almost arbitrary,0
another key contribution,1
"snapping it might have held my attention , but as it stands i",0
"will be a thoughtful , emotional movie experience",1
nothing short of a travesty of a transvestite comedy,0
fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter,0
's always enthralling .,1
a medium-grade network sitcom --,0
descends into such message-mongering moralism,0
"of the bride 's humor is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",1
who manages to blast even the smallest sensitivities from the romance with his clamorous approach,0
a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film,0
"lack depth or complexity , with the ironic exception of scooter .",0
"writing , skewed characters , and the title performance by kieran culkin",0
of 2-day old coke,0
time frame right,1
minor film,0
two bodies and hardly a laugh between them,0
's never a dull moment in the giant spider invasion comic chiller,1
kill the effect,0
ah-nuld 's action hero days might be over .,0
comes from the heart,1
-- elegant technology for the masses --,1
crap like this,0
"when one hears harry shearer is going to make his debut as a film director , one would hope for the best",1
a true,1
adventures,1
very lively dream,1
"it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators",1
direct-to-video/dvd category,0
"a vivid , sometimes surreal",1
anonymous chiller,1
long and eventful,1
may have many agendas,1
the glorious chicanery and self-delusion of this most american of businesses,1
becomes a part of its fun,1
inane ramblings,0
"faster , livelier and a good deal funnier than his original",1
"it looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such",0
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",1
"its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet",1
nohe 's documentary about the event is sympathetic without being gullible,1
knocks it flat,0
succeeds where its recent predecessor miserably,1
"deliver awe-inspiring , at times sublime , visuals",1
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,0
body humor and reinforcement,1
a joint promotion for the national basketball association and,1
the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way,0
none of them are ever any good,0
murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .,1
makes up for in heart what it lacks in outright newness,1
a fairly harmless but ultimately lifeless feature-length afterschool special .,0
hotter-two-years-ago rap and r&b names and references,0
"the story is lacking any real emotional impact , and",0
inhuman,0
"ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin",0
brutal and funny,1
could become a historically significant work as well as a masterfully made one,1
"claire is a terrific role for someone like judd , who really ought to be playing villains .",1
"a subtle , humorous , illuminating study of politics , power and social mobility .",1
are too cute,1
the heat of the moment,1
"( lin chung 's ) voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .",0
too dry and too placid,0
to the flowering of the south korean cinema,1
", it comes to life in the performances .",1
hurts,0
made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,1
the forced new jersey lowbrow accent uma,0
to much more than trite observations on the human condition,0
be awed by the power and grace of one of the greatest natural sportsmen of modern times,1
of a film that are still looking for a common through-line,0
surrounds herself with a company of strictly a-list players,1
momentum and its position remains mostly undeterminable,0
strangely comes off as a kingdom more mild than wild .,1
horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .,1
"video , and so devoid of artifice and purpose",0
", clumsily staged violence overshadows everything , including most of the actors .",0
there is no foundation for it,0
rollicking dark humor,1
plays like one of those conversations that comic book guy on `` the simpsons '' has .,0
liked sometimes,1
overrun modern-day comedies,0
"is truly funny , playing a kind of ghandi gone bad .",1
"an honest , sensitive story from a vietnamese point of view .",1
fun to watch,1
loosely-connected string,0
mad,0
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,0
more forced than usual,0
a confusing melange,0
a dullard,0
"it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights",1
the piece works,1
had been developed with more care,1
message-mongering moralism,0
"if disingenuous ,",0
for the quirky,1
this is one of the biggest disappointments of the year .,0
there are laughs aplenty,1
of nothing at the core of this slight coming-of-age/coming-out tale,0
cranky,0
by mediocrity,0
is a successful one .,1
like all four of the lead actors a lot,1
"is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail",0
vulgar dialogue and,0
", ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '",0
"that will be seen to better advantage on cable , especially considering its barely",0
"'s a movie that ends with truckzilla , for cryin ' out loud",0
"'s sharply comic and surprisingly touching ,",1
beautiful images and solemn words,1
"is solid , satisfying fare for adults .",1
sordid and,0
for all audiences,1
"an entertaining british hybrid of comedy , caper thrills and quirky romance",1
to a few rather than dozens,0
strong themes,1
"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but",0
"is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",1
it comes off as annoying rather than charming,0
are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,0
its empty head,0
"daringly perceptive , taut , piercing and feisty",1
shooting itself in the foot,0
freshness,1
you actually buy into,1
"assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0
phoned-in business as usual .,0
in the art of impossible disappearing/reappearing acts,1
"payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box .",1
liberal doses,0
quite enough of them,1
"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight",0
the following things are not at all entertaining :,0
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling",0
"a stirring , funny and",1
heart-warming,1
unrecoverable life,0
low on both suspense and payoff,0
"of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original",0
its share of belly laughs ( including a knockout of a closing line ),1
carries us effortlessly from darkness,1
he 's spiffing up leftovers that are n't so substantial or fresh,0
"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",1
"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed .",1
spot on,1
will be from unintentional giggles -- several of them .,0
true for being so hot-blooded,1
working from a surprisingly sensitive script co-written by gianni romoli,1
coming-of-age theme,1
a young robert deniro,1
makes all the difference .,1
that would make it the darling of many a kids-and-family-oriented cable channel,1
stages his gags as assaults on america 's knee-jerk moral sanctimony,0
to winger fans who have missed her since 1995 's forget paris,1
really need a remake of `` charade,1
gets full mileage out,1
good poetry,1
the cinematic equivalent of high humidity,0
"clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long",0
exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza .,1
a `` snl '' has-been acting like an 8-year-old channeling roberto benigni,0
tries its best,1
any attempts at nuance given by the capable cast is drowned out by director jon purdy 's sledgehammer sap .,0
"only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor",1
the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen,0
"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions .",1
nasty,0
a positively thrilling combination,1
by flashes of mordant humor,1
the characters are intriguing and realistic,1
may have been born to make,1
are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster,1
that he 's spiffing up leftovers that are n't so substantial or fresh,0
about the best thing you could say about narc is that it 's a rock-solid little genre picture .,1
tested by bad luck and their own immaturity,0
has already appeared in one forum or another,0
never rises above mediocrity,0
touching melodrama,1
defend himself,1
"and it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",1
is a particularly vexing handicap,0
"directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .",1
a real howler,1
so many explosions,1
some delightful work,1
"grows as dull as its characters , about whose fate it is hard to care .",0
check this one out,1
a marvel of production design .,1
becalmed,1
my mind,1
of four englishmen facing the prospect of their own mortality,0
will enjoy themselves .,1
"'s super - violent , super-serious and super-stupid .",0
spain,1
have that same option to slap her creators because they 're clueless and inept,0
tossed in,1
bind us,0
decent popcorn adventure,1
"`` bad '' is the operative word for `` bad company , ''",0
quietly vulnerable,1
"the proficient , dull sorvino",0
stock clichés,0
just die already,0
probes in a light-hearted way the romantic problems,1
"at the diverse , marvelously twisted shapes history has taken",1
for two directors with far less endearing disabilities,0
callow rich boy,0
the concept is a hoot .,1
if you do n't understand what on earth is going on,0
this often-hilarious farce,1
is likely to find compelling,1
as bad,0
"appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0
love story,1
"in the wrong hands , i.e. peploe 's , it 's simply unbearable",0
makes up for with its heart,1
gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh .,0
has the thrown-together feel of a summer-camp talent show : hastily written,0
"too much of storytelling moves away from solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .",0
see this turd squashed,0
"... an often intense character study about fathers and sons , loyalty and duty .",1
is only so much baked cardboard i need to chew .,0
nair 's cast is so large it 's altman-esque,1
is an enjoyable big movie primarily because australia is a weirdly beautiful place,1
deny its seriousness and quality,0
just plain dumb,0
achieve a shock-you-into-laughter intensity of almost dadaist proportions,1
with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations,0
need to be invented to describe exactly how bad it is .,0
"written , flatly , by david kendall and",0
"has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth",1
"the actors ' perfect comic timing and sweet , genuine chemistry",1
the plot seems a bit on the skinny side,0
phoney-feeling,0
for the heart as well as the mind,1
face arrest 15 years after their crime,0
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters --,0
become a major-league leading lady,1
"is no doubt true , but serves as a rather thin moral to such a knowing fable",0
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s.",1
amusing characters,1
"( davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .",0
handed down from the movie gods,1
inexcusable,0
"the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted",1
"'s a terrible movie in every regard , and",0
have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention,0
"it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
place most of the psychological and philosophical material in italics,0
a feature debut that is fully formed and remarkably assured,1
nudity,0
's a frankenstein-monster of a film that does n't know what it wants to be,0
is the kind of movie that gets a quick release before real contenders arrive in september,0
was worse . '',0
acumen,1
a feel-good movie about which you can actually feel good,1
without oppressive,1
rotten in almost every single facet of production,0
no amount of imagination,0
"are strong , though the subject matter demands acting that borders on hammy at times",1
"predominantly amateur cast is painful to watch , so stilted and unconvincing",0
you have figured out the con and the players in this debut film by argentine director fabian bielinsky,1
subject as monstrous and pathetic as dahmer,0
"the , yes , snail-like pacing and",0
faltering half-step,0
a lovely film,1
"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius .",1
resonant gem,1
disease-of-the-week small-screen melodramas,0
pitch-perfect holden,1
"if ever such a dependable concept was botched in execution , this is it .",0
its questionable satirical ambivalence,0
gets a lot of flavor and spice into his charade remake,1
charming 2000 debut shanghai noon,1
"burning , blasting , stabbing",0
stretched over the nearly 80-minute running time,0
"-- drama , conflict , tears and surprise --",1
own ambitious goals,1
struggling to create,0
of the best of a growing strain of daring films,1
"slow , uneventful",0
"off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",0
it wears out its welcome as tryingly as the title character .,0
"inescapably gorgeous ,",1
"its exquisite acting , inventive screenplay , mesmerizing music , and",1
to see how many times they can work the words `` radical '' or `` suck '' into a sentence,0
"( soderbergh ) tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and",0
accumulated enjoyment,1
lingering death,0
has some of the funniest jokes of any movie,1
utter mush ...,0
"béart and berling are both superb , while huppert ... is magnificent .",1
dramatic interest,1
leave the theater,0
blazing,1
-- as long as you 're wearing the somewhat cumbersome 3d goggles,0
so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks,0
that are damned in queen of the damned,0
is the opposite of a truly magical movie,0
thoroughly enjoyable,1
"makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever",1
poorly written,0
"a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment",1
about a couple of saps stuck in an inarticulate screenplay,0
beautifully,1
"is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",1
something of a public service,1
", the dialogue sounds like horrible poetry .",0
in this colorful bio-pic of a mexican icon,1
as clear and reliable an authority on that,1
sleek and arty,1
a coherent rhythm,1
-- a straight guy has to dress up in drag --,0
