text,label
"daringly perceptive , taut , piercing and feisty",1
the rare capability to soothe and break your heart with a single stroke,1
"who is always a joy to watch , even when her material is not first-rate )",1
polanski has found the perfect material with which to address his own world war ii experience in his signature style .,1
kong action,1
"the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",1
he gives none to the audience,0
anthony asquith 's acclaimed 1952 screen adaptation,1
there is truth here,1
will not be able to stomach so much tongue-in-cheek weirdness,0
see this turd squashed,0
although some viewers will not be able to stomach so much tongue-in-cheek weirdness,0
has a film 's title served such dire warning .,0
a remarkable piece of filmmaking,1
does n't quite know how to fill a frame .,0
prefer this new version,1
to winger fans who have missed her since 1995 's forget paris,1
there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .,0
a jaw-droppingly beautiful work that upends nearly every cliché,1
was written for no one,0
would have likely wound up a tnt original,0
thin -- then out -- when there 's nothing else happening,0
"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game .",1
"it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",0
"its recycled aspects , implausibility , and",0
that pollyana would reach for a barf bag .,0
have not been this disappointed by a movie in a long time .,0
a feel-good fantasy,1
to the tailor for some major alterations,0
banal dialogue,0
"and it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",1
"forbidden love , racial tension , and other issues that are as valid today",1
a sense of action,1
crap like this,0
explosive physical energy and,1
an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling,1
paints a grand picture of an era and,1
probably one of the best since the last waltz,1
"wilco fans will have a great time , and",1
a coherent rhythm,1
"is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .",1
plot holes,0
the `` soon-to-be-forgettable '' section of the quirky rip-off prison,0
the most horrific movie experience,0
makes all the difference .,1
... keep the movie slaloming through its hackneyed elements with enjoyable ease .,1
the film ... presents classic moral-condundrum drama : what would you have done to survive ?,1
dopey dialogue and,0
in the reassuring manner of a beautifully sung holiday carol,1
more repulsive,0
know what to make of this italian freakshow,0
wonderful,1
with its own cuteness,1
it all unfolds predictably,0
"to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world",1
as stick figures reading lines from a teleprompter,0
"is fresh to say about growing up catholic or , really , anything",1
more propaganda,0
"in a way that 's too loud , too goofy and too short of an attention span",0
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",0
butterflies that die,0
give i am trying to break your heart an attraction it desperately needed,0
it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .,1
slapdash disaster .,0
farcically bawdy,0
... something appears to have been lost in the translation this time,0
"violent , self-indulgent and maddening",0
"lathan and diggs carry the film with their charisma , and",1
a rating of zero,0
a little too much resonance with real world events,0
would be very sweet indeed,1
shooting itself in the foot,0
sprightly,1
the plot seems a bit on the skinny side,0
"in a heartwarming , nonjudgmental kind of way",1
"makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever",1
will need all the luck they can muster just figuring out who 's who in this pretentious mess,0
"neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear",0
"a lot of talent is wasted in this crass , low-wattage endeavor .",0
"with zoe clarke-williams 's lackluster thriller `` new best friend '' , who needs enemies ?",0
not good,0
"fill the hot chick , the latest gimmick from this unimaginative comedian",0
i 'm not exactly sure what -- and has all the dramatic weight of a raindrop,0
mess ...,0
scrutiny,0
"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film",1
a plot cobbled together from largely flat and uncreative moments,0
"dramatic , funny and poignant",1
wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .,1
too bad to be good and,0
too bland and fustily tasteful to be truly prurient .,0
"improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary",0
to be significantly different ( and better ) than most films with this theme,1
where the upbeat ending feels like a copout,0
omitted nor a cliché left unsaid,0
struggling to create,0
just die already,0
hurts,0
"you leave the same way you came -- a few tasty morsels under your belt , but no new friends .",0
a canny crowd pleaser,1
"america , history",1
"you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work .",1
earns extra points,1
"in such a straightforward , emotionally honest manner that by the end",1
"great to see this turd squashed under a truck , preferably a semi",0
a fun adventure movie for kids ( of all ages ) that like adventure,1
", accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc. .",0
cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .,1
"payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box .",1
"even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .",0
"an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off",1
effective moments,1
"` dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
teenagers fixating on its body humor and reinforcement of stereotypes,0
of animation enthusiasts of all ages,1
a valiant attempt to tell a story about the vietnam war before the pathology set in,1
probes in a light-hearted way the romantic problems,1
a kiss,1
back to a time when movies had more to do with imagination than market research .,1
vulgar dialogue and,0
"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style .",1
"surprisingly , considering that baird is a former film editor , the movie is rather choppy .",0
appealing veneer,1
common sense,1
"when one hears harry shearer is going to make his debut as a film director , one would hope for the best",1
break,0
"cell phones , guns , and the internal combustion engine",0
", this is the one .",1
a powerful sequel and one of the best films of the year,1
try to avoid,0
film school brat,0
momentum and its position remains mostly undeterminable,0
too harsh,0
at its utterly misplaced earnestness,0
phoney-feeling,0
and mind-numbing indifference,0
director charles stone iii applies more detail to the film 's music than to the story line ; what 's best about drumline is its energy,1
"its rough-around-the-edges , low-budget constraints",0
in thick clouds of denial,0
of beautiful movement and inside information,1
a dirty old man,0
cinderella,1
shimmeringly lovely,1
of a travesty of a transvestite comedy,0
a huge amount of the credit for the film 's thoroughly winning tone,1
tattered,0
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,0
incomprehensible,0
independent-community guiding lights,1
most ardent,1
too evident,0
has already appeared in one forum or another,0
"some very good acting , dialogue ,",1
inexcusable,0
so old-fashioned,0
offers a glimpse of the solomonic decision facing jewish parents in those turbulent times : to save their children and yet to lose them .,1
overwrought comedy/drama,0
", poorly structured",0
has all the enjoyable randomness of a very lively dream and so,1
juvenile,0
"terminally bland , painfully slow and",0
's ) a clever thriller with enough unexpected twists to keep our interest .,1
this loser,0
minutely detailed wonders of dreamlike ecstasy,1
"if you go , pack your knitting needles .",0
exceedingly memorable,1
the film is one of the year 's best .,1
", it has a genuine dramatic impact",1
"the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth",1
if you 're willing to have fun with it,1
preserving,1
spain,1
stock clichés,0
is strange and compelling,1
through crap like this,0
busy urban comedy is clearly not zhang 's forte,0
other foul substances,0
"enlightening , insightful and entertaining",1
"do all three quite well ,",1
"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter .",0
"stupid , infantile , redundant , sloppy",0
one of the more influential works of the ` korean new wave ',1
one eventually resents having to inhale this gutter romancer 's secondhand material,0
the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . ',0
insult the intelligence of everyone in the audience,0
overly convenient,0
"makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian",0
"leave the same way you came -- a few tasty morsels under your belt , but no new friends",0
are too cute,1
in which the slack execution italicizes the absurdity of the premise,0
the concept is a hoot .,1
wives are worse,0
the problems,0
shyamalan 's gifts,1
agony,0
"the mothman prophecies , which is mostly a bore",0
"permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations",0
an american ( and an america ) always reaching for something just outside his grasp,0
"parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1
a lovely film,1
should 've been so much more even if it was only made for teenage boys and wrestling fans,0
general family chaos to which anyone can relate,1
face arrest 15 years after their crime,0
"predominantly amateur cast is painful to watch , so stilted and unconvincing",0
is as blasphemous and nonsensical as a luis buñuel film,0
yawner .,0
"beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavor .",1
"it 's nice to see piscopo again after all these years , and",1
myopic,0
viscerally repellent,0
a minimalist beauty,1
silly rather than,0
's icky,0
"burning , blasting , stabbing",0
about the best thing you could say about narc is that it 's a rock-solid little genre picture .,1
made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,1
knocks it flat,0
"to find an enthusiastic audience among american action-adventure buffs , but the film 's interests",0
denzel washington 's fine performance,1
it wo n't hold up over the long haul,0
"love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane",1
of a film that are still looking for a common through-line,0
some delightful work,1
of empathy for its characters,1
"so intensely , but with restraint",1
"of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original",0
"writing , skewed characters , and the title performance by kieran culkin",0
by mediocrity,0
exist only for its climactic setpiece,0
"if ever such a dependable concept was botched in execution , this is it .",0
"is solid , satisfying fare for adults .",1
remarkable yet shockingly little-known perspective,1
its share of belly laughs ( including a knockout of a closing line ),1
in this colorful bio-pic of a mexican icon,1
experience that finds warmth in the coldest environment and makes each crumb of emotional comfort,1
overlong,0
spaces,1
low on both suspense and payoff,0
a more balanced or fair portrayal,1
you 're not fans of the adventues of steve and terri,0
of hollywood heart-string plucking,0
"director lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",1
it 's touching and tender and proves that even in sorrow you can find humor .,1
"begins with promise , but runs",0
fails to provoke them .,0
"if you saw benigni 's pinocchio at a public park , you 'd grab your kids and run and then probably call the police .",0
how first-time director kevin donovan managed to find something new to add to the canon of chan,1
the old mib label stands for milder is n't better .,0
"phenomenal ,",1
must shoot it in the head,0
"begins with promise , but runs aground after being snared in its own tangled plot",0
just is n't worth telling,0
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,1
added clout,1
"does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .",0
a fudged opportunity of gigantic proportions,0
often-funny drama,1
", ice age is consistently amusing and engrossing ...",1
see how many times they can work the words `` radical '' or `` suck '' into a sentence,0
large-format,1
"-- drama , conflict , tears and surprise --",1
"a sensitive , modest comic tragedy",1
was utterly charming .,1
"the cleverest ,",1
"character portrait , romantic comedy and beat-the-clock thriller",1
to admit that i am baffled by jason x.,0
"grows as dull as its characters , about whose fate it is hard to care .",0
watch people doing unpleasant things to each other and themselves,0
's always enthralling .,1
does n't drag an audience down,1
the gifted pearce on hand,1
i loved the look of this film .,1
true for being so hot-blooded,1
it 's inauthentic at its core,0
hopes to camouflage how bad his movie is .,0
"sarah 's dedication to finding her husband seems more psychotic than romantic ,",0
though the film is well-intentioned,1
nasty,0
sleep or bewildered by the artsy and often pointless visuals,0
"for a movie that tries to be smart , it 's kinda dumb .",0
an intermittently good time,1
pick up new admirers,1
open-ended questions,1
the nicest thing,1
with an admirably dark first script by brent hanley,1
style-free,0
unnoticed,0
more and more frustrating,0
", amusing , sad and reflective",1
grim future,0
that underscore the importance of family tradition and familial community,1
dramatic interest,1
a cute alien creature,1
have that same option to slap her creators because they 're clueless and inept,0
in the art of impossible disappearing/reappearing acts,1
displays with somber earnestness in the new adaptation of the cherry orchard,1
adventures,1
"is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery",1
by its end offers a ray of hope to the refugees able to look ahead and resist living in a past,1
have no idea what in creation is going on,0
"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",1
who loves both dance and cinema,1
only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks,0
had been developed with more care,1
have been better off staying on the festival circuit,0
"exists ,",1
"maybe not a classic , but a movie the kids will want to see over and over again .",1
of warmth and humor,1
falls apart like a cheap lawn chair,0
obscenely bad dark comedy,0
", big-hearted and frequently",1
takes to describe how bad it is,0
it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
alexandre desplat 's haunting and sublime music,1
lived in a state of quiet desperation,0
better characters,1
as clear and reliable an authority on that,1
episodic choppiness,0
never clearly defines his characters or,0
's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,0
the ` ick ' in ` classic,0
it does n't work .,0
our best achievements and other times,1
corny television,0
fall to pieces,0
on the promise of excitement,1
"an ugly , revolting movie .",0
kicking undead ***,0
a big splash,1
"yet , it still works .",1
extravagant,1
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film .",0
comatose ballerinas,0
good poetry,1
"the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .",0
could have been much better,0
ill-wrought hypothesis,0
is n't going to jell,0
"a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .",1
"elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases",1
"the movie 's presentation , which is way too stagy",0
dialogue and a heroine who comes across as both shallow and dim-witted,0
a sturdiness and solidity that we 've long associated with washington,1
", worse , that you have to pay if you want to see it",0
"an honest , sensitive story from a vietnamese point of view .",1
"a chance to learn , to grow , to travel",1
unpaid intern,0
wayward teen,1
there 's no conversion effort,0
"a subtle , humorous , illuminating study of politics , power and social mobility .",1
"whether it 's the worst movie of 2002 , i ca n't say for sure : memories of rollerball have faded , and i skipped country bears",0
smeary and blurry,0
as if by cattle prod,0
does n't necessarily,0
increasingly diverse,0
frustration,0
seedy clash,0
", it comes to life in the performances .",1
trouble every day is a success in some sense,1
"the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear",1
the pantheon of wreckage that includes battlefield earth and showgirls,0
too long and bogs down in a surfeit of characters and unnecessary,0
feel good about,1
's also pretty funny,1
"in the wrong hands , i.e. peploe 's , it 's simply unbearable",0
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",0
need to be invented to describe exactly how bad it is .,0
leave the theater,0
you actually buy into,1
by bad writing,0
", i do n't see the point",0
's a hellish,0
"heavy-handed symbolism , dime-store psychology and",0
the movie lacks in action,0
point at things that explode into flame,0
belongs to nicholson,1
to a moving tragedy with some buoyant human moments,1
murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .,1
brainless flibbertigibbet,0
richly resonant work,1
marked an emerging indian american cinema,1
sleek and arty,1
ca n't even do that much,0
without oppressive,1
irreparable,0
top-heavy,0
"go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving",1
writing and slack direction,0
bland songs,0
feel the love,1
the comedy equivalent of saddam hussein,0
"'s the type of film about growing up that we do n't see often enough these days : realistic , urgent",1
becalmed,1
"nothing special and , until the final act ,",0
it gets to you .,1
do n't see often enough these days,1
said that he is an imaginative filmmaker who can see the forest for the trees,1
becomes instead a grating endurance test .,0
the viewer 's patience with slow pacing and,0
dreary,0
demonstrates just how far his storytelling skills have eroded .,0
slides downhill as soon as macho action conventions assert themselves,0
"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults",1
( lin chung 's ) voice is rather unexceptional,0
street-smart,1
breathe life into this somewhat tired premise,1
a coherent whole,1
... it 's robert duvall !,1
"scenery , vibe and all --",1
commander-in-chief,1
rosenthal ( halloween ii ),0
is actually quite entertaining .,1
beyond all expectation,1
this often-hilarious farce,1
"deep intelligence and a warm , enveloping affection",1
"samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success",1
"because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving",1
"absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man",1
heady jumble,0
it already has one strike against it .,0
leaves a bad taste in your mouth and questions,0
forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting,0
'll be white-knuckled and unable to look away,1
that there is nothing in it to engage children emotionally,0
kicks into gear,1
being simpleminded,0
although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro,0
", clumsily staged violence overshadows everything , including most of the actors .",0
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy .",0
"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you 're going to alter the bard 's ending , you 'd better have a good alternative",0
a better satiric target,0
're far better served by the source material,0
rock 's stand-up magic,1
julia roberts wannabe,0
"this orange has some juice , but it 's far from fresh-squeezed .",0
a man has made about women since valley of the dolls,1
"though it goes further than both , anyone who has seen the hunger or cat people will find little new here ,",0
", haphazard theatrical release",0
drop your jaw,1
drowsy drama,0
"( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",0
"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining .",1
amours,1
-- a straight guy has to dress up in drag --,0
making it relatively effortless to read and follow the action at the same time,1
most admirable quality,1
", it 's clear that washington most certainly has a new career ahead of him",1
will wear thin on all,0
", considering that baird is a former film editor , the movie is rather choppy .",0
ugly,0
straight-shooting family film,1
"the french director has turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .",0
is a small gem,1
"remote , emotionally distant piece",0
big bad love,1
take movies by storm,1
biggest,1
the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line,0
you have figured out the con and the players in this debut film by argentine director fabian bielinsky,1
outside his grasp,0
can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for frida to just die already .,0
has much to learn,0
this quality band may pick up new admirers,1
stilted,0
generates plot points,1
is likely to find compelling,1
style massacres erupt throughout,0
is that it 's actually watchable,1
like a typical bible killer story,0
dull-witted and,0
a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film,0
's a pretty listless collection of kid-movie clichés .,0
good intentions derailed by a failure to seek and strike just the right tone,0
it 's too long,0
made me feel unclean,0
brutal and funny,1
is a wonderful thing ;,1
shambles,0
"both shrill and soporific , and because everything is repeated five or six times",0
is only so much baked cardboard i need to chew .,0
a calculating fiend or just a slippery self-promoter,0
be as tiresome as 9 seconds of jesse helms ' anti- castro,0
with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations,0
that the film is never dull,1
it a party worth attending,1
comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness,0
another key contribution,1
a mess .,0
feeling embarrassed,0
"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight",0
"slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth",0
generous and,1
to much more than trite observations on the human condition,0
"it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker",1
inane ramblings,0
an 88-minute highlight reel,1
"the , yes , snail-like pacing and",0
warm your heart without making you feel guilty about it,1
sting,0
"for a movie about the power of poetry and passion , there is precious little of either .",0
at every faltering half-step of its development,0
"most complex , generous and subversive artworks",1
tries its best,1
"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
", reverent , and subtly different",1
is a winning comedy that excites the imagination and tickles the funny bone .,1
out ballsy and stylish,1
"rushed , slapdash",0
"sordid of human behavior on the screen ,",0
"of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects",0
seems too simple and the working out of the plot almost arbitrary,0
gedeck,1
like a low-budget hybrid of scarface or carlito 's way,0
to the power of the eccentric and the strange,1
rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest,0
lightweight but appealing,1
"hold dear about cinema , only now it 's begun to split up so that it can do even more damage",0
a dullard,0
"'s sharply comic and surprisingly touching ,",1
"only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor",1
the 50-something lovebirds are too immature and unappealing to care about .,0
overrun modern-day comedies,0
never mind all that ; the boobs are fantasti,1
funny situations,1
is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition .,0
very talented but underutilized,0
reopens an interesting controversy and,1
based filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting,1
unpleasantly,0
for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable,1
a fantastic dual performance from ian holm,1
possibly the best actor,1
as original and insightful,1
"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names .",0
not only learning but inventing a remarkable new trick,1
whipping out the dirty words,0
succeeds where its recent predecessor miserably,1
a party worth attending,1
the feeble examples,0
all add up to a satisfying crime drama .,1
are crisp and purposeful without overdoing it,1
sensual and funny,1
cherish ',1
"`` bad '' is the operative word for `` bad company , ''",0
", the film has in kieran culkin a pitch-perfect holden .",1
as good,1
"but in terms of its style , the movie is in a class by itself",1
its digs at modern society are all things we 've seen before .,0
"an odd , haphazard , and inconsequential romantic comedy .",0
fun to watch,1
"nothing wrong with performances here , but the whiney characters bugged me .",0
stupid americans,0
", ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '",0
"will be a thoughtful , emotional movie experience",1
"too loud , too goofy and too short",0
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,0
a comedy that swings and jostles to the rhythms of life,1
"it 's got the brawn , but not the brains .",0
is richer than anticipated,1
has been awarded mythic status in contemporary culture,1
own preciousness,1
woody allen can write and deliver a one liner as well as anybody .,1
"human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film",1
splashed with bloody beauty as vivid as any scorsese has ever given us .,1
"'s taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating",0
", worse yet , nonexistent --",0
the bad reviews,0
trotting out threadbare standbys,0
any of the signposts,0
mindless pace,0
that a movie can be as intelligent as this one is in every regard except its storyline,0
wander into the dark areas of parent-child relationships,0
strong and unforced supporting cast,1
raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .,1
it 's hardly watchable,0
the concert footage is stirring,1
"seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",1
various sources,1
"k-19 will not go down in the annals of cinema as one of the great submarine stories ,",0
"'s plotless , shapeless",0
too stagey,0
a welcome relief from the usual two-dimensional offerings,1
does n't reach them,0
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling",0
callow rich boy,0
endearing and,1
inhuman,0
quietly hopeful,1
"miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",1
a joint promotion for the national basketball association and,1
ideological,1
"the story is lacking any real emotional impact , and the plot is both contrived and cliched",0
") fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard",0
"a vivid , sometimes surreal",1
having a hard time believing people were paid to make it,0
the peak of all things insipid,0
"offers an aids subtext , skims over the realities of gay sex ,",0
poo,0
a huge amount of the credit for the film,1
sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .,0
handed down from the movie gods,1
ample,1
a true,1
they ca n't go wrong .,1
is an enjoyable big movie primarily because australia is a weirdly beautiful place,1
terrifically entertaining specimen,1
"of bright young men -- promising , talented , charismatic and tragically",1
any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect,1
deserves a look,1
is so often less,0
seeing because it 's so bad,0
the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst,1
've had the misfortune to watch in quite some time .,0
sympathetic characters,1
puzzle his most ardent fans .,0
an inuit masterpiece,1
"bad mannered , ugly and destructive little ****",0
tendentious intervention,0
"stylish but steady , and",1
gaunt,0
the greatest musicians,1
"clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long",0
helmer,1
the type of dumbed-down exercise in stereotypes that gives the ( teen comedy ),0
the sentimental cliches mar an otherwise excellent film .,1
"with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character --",0
"on toilet humor , ethnic slurs",0
"despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",1
that it ca n't really be called animation,0
last-minute,0
icily brilliant,1
"cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels",0
buy this stuff,1
coming-of-age theme,1
the screenplay or something,1
feels at odds with the rest of the film .,0
about in thick clouds of denial,0
may have been born to make,1
"priggish , lethargically paced parable of renewal .",0
it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work .,0
witless script,0
dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater,1
nair 's cast is so large it 's altman-esque,1
place most of the psychological and philosophical material in italics,0
children 's ' song,1
a heartfelt romance,1
neatly constructed thriller .,1
delectable,1
reveals how important our special talents can be when put in service of of others .,1
one of the world 's most fascinating stories,1
how lame,0
awful acts,0
del,1
of four englishmen facing the prospect of their own mortality,0
is a successful one .,1
in a well-balanced fashion,1
would make it a great piece to watch with kids and use to introduce video as art .,1
's just plain lurid when it is n't downright silly .,0
a complete waste,0
hop beat,1
chase to end all chases,1
omnibus tradition,1
acumen,1
a damn fine and a truly distinctive and a deeply pertinent film,0
with the assassin is structured less as a documentary and more as a found relic,0
by its smallness,0
"who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by godfrey reggio , with music by philip glass ?",1
easily the most thoughtful fictional examination of the root,1
"were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned",0
unnecessary films,0
the film does n't manage to hit all of its marks,0
can fully succeed at cheapening it .,0
play second fiddle to the dull effects that allow the suit to come to life,0
"capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark",1
"she is a lioness , protecting her cub , and he a reluctant villain",1
"comes off as a touching , transcendent love story .",1
life 's wonderment,1
the glorious chicanery and self-delusion of this most american of businesses,1
enhances the quality of neil burger 's impressive fake documentary .,1
is enough to give you brain strain,0
gently humorous,1
is not a bad film .,1
the disjointed mess,0
the piece works,1
's an 88-minute highlight reel that 's 86 minutes too long,0
gets full mileage out,1
carries us effortlessly from darkness,1
to the otherwise bleak tale,0
the very hollowness,0
takes care,1
a james bond series for kids,1
"a terrific role for someone like judd , who really ought to be playing villains",1
", actor raymond j. barry is perfectly creepy and believable .",1
dark to be decipherable,0
acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses,1
neglecting character development,0
"sitting through this sloppy , made-for-movie comedy special",0
an aimlessness,0
"the stale , standard , connect-the-dots storyline",0
wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .,0
alone could force you to scratch a hole in your head .,0
catches you up in something bigger than yourself,1
loopy,0
being cast in action films when none of them are ever any good,0
dangerously collide,0
"of warmth , color and cringe",1
"paxton , making his directorial feature debut , does strong , measured work .",1
are having so much fun,1
deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .,1
becomes distasteful and downright creepy,0
might be distracted by the movie 's quick movements and,0
has merit and,1
there 's ... an underlying old world sexism to monday morning that undercuts its charm,0
weirdly appealing,1
the nature of compassion,1
if you do n't understand what on earth is going on,0
"with seriously dumb characters , which somewhat dilutes the pleasure of watching them",0
is a superior horror flick .,1
a fairly harmless but ultimately lifeless feature-length afterschool special .,0
be swept away by the sheer beauty of his images,1
a major director,1
the feel of poetic tragedy,0
its appeal,1
peculiarly,0
pile too many `` serious issues '',0
is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well,0
gaps in their relationships,0
an appalling ` ace ventura ' rip-off,0
the script by vincent r. nebrida ... tries to cram too many ingredients into one small pot .,0
becomes a part of its fun,1
liked sometimes,1
cult,0
for people who take as many drugs as the film 's characters,0
lyne 's stolid remake,1
